status,ipAddress,host,request,userAgent,countryCode,sizeBytes,durationSecs,timestamp
500,114.8.229.106,smknurulhidayah.my.id,"POST /laporan-absensi-guru/list HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,2214,94.824,2026-08-23T11:55:49.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /laporan-absensi-guru HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,18463,60.597,2026-08-23T11:55:48.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/attendance/dashboard-summary HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,151,55.709,2026-08-23T11:55:37.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/shared/classes HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,38,40.096,2026-08-23T11:55:37.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /js/page-scripts/dashboard-admin.js?v=1787486135 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,34167,2.818,2026-08-23T11:55:37.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /js/page-scripts/dashboard-admin.js?v=1787486135 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,34167,13.584,2026-08-23T11:55:36.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /dashboard HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,18210,103.822,2026-08-23T11:55:35.000000Z
200,202.136.82.198,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,210,32.71,2026-08-23T11:54:29.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,212,27.642,2026-08-23T11:54:24.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,31.206,2026-08-23T11:54:22.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,212,41.712,2026-08-23T11:54:17.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,629,56.685,2026-08-23T11:54:13.000000Z
200,202.136.82.198,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,22.406,2026-08-23T11:54:12.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru/update HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,63,44.955,2026-08-23T11:54:12.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,196,26.447,2026-08-23T11:54:08.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,156,29.44,2026-08-23T11:54:07.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,77.035,2026-08-23T11:54:07.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,21.909,2026-08-23T11:54:06.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,28.764,2026-08-23T11:54:04.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,34.241,2026-08-23T11:54:03.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,42.358,2026-08-23T11:54:02.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,73.505,2026-08-23T11:54:01.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,130.431,2026-08-23T11:53:59.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,33.284,2026-08-23T11:53:58.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,38.655,2026-08-23T11:53:57.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,43.887,2026-08-23T11:53:55.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,53.722,2026-08-23T11:53:54.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,27.265,2026-08-23T11:53:53.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,25.331,2026-08-23T11:53:52.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,40.861,2026-08-23T11:53:51.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,56.42,2026-08-23T11:53:50.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,25.736,2026-08-23T11:53:49.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,34.779,2026-08-23T11:53:48.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,27.54,2026-08-23T11:53:47.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,34.173,2026-08-23T11:53:45.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,95.039,2026-08-23T11:53:44.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=594f36f761e6ca7780137bd35d304d4e88960390 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,26.952,2026-08-23T11:53:43.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /data-siswa/card-capture-start HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,156,48.544,2026-08-23T11:53:42.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,620,39.18,2026-08-23T11:53:30.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru/update HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,63,56.372,2026-08-23T11:53:30.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,199,44.238,2026-08-23T11:53:24.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,156,28.838,2026-08-23T11:53:24.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,56.047,2026-08-23T11:53:23.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,40.474,2026-08-23T11:53:22.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,26.916,2026-08-23T11:53:21.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,86.85,2026-08-23T11:53:20.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,36.313,2026-08-23T11:53:19.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=7da59e5442ed4f5ff66fcc7f9be178eed1eb1cc5 HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,56.881,2026-08-23T11:53:17.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /data-siswa/card-capture-start HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,155,28.887,2026-08-23T11:53:16.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,156,39.508,2026-08-23T11:53:16.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,44.068,2026-08-23T11:53:11.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,611,60.494,2026-08-23T11:52:50.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru/update HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,63,41.712,2026-08-23T11:52:50.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,156,26.476,2026-08-23T11:52:49.000000Z
200,202.136.82.198,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,35.343,2026-08-23T11:52:48.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,198,37.926,2026-08-23T11:52:42.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,156,38.337,2026-08-23T11:52:42.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,54.996,2026-08-23T11:52:41.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,37.34,2026-08-23T11:52:41.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,36.216,2026-08-23T11:52:40.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,108.173,2026-08-23T11:52:39.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,67.705,2026-08-23T11:52:38.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,33.695,2026-08-23T11:52:38.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,25.952,2026-08-23T11:52:36.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,77.116,2026-08-23T11:52:35.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,39.904,2026-08-23T11:52:34.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,76.857,2026-08-23T11:52:33.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,40.422,2026-08-23T11:52:32.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,40.967,2026-08-23T11:52:31.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,43.107,2026-08-23T11:52:28.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,35.471,2026-08-23T11:52:27.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,34.32,2026-08-23T11:52:27.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,64.898,2026-08-23T11:52:26.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,36.012,2026-08-23T11:52:24.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,26.179,2026-08-23T11:52:21.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,43.346,2026-08-23T11:52:21.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,57.067,2026-08-23T11:52:20.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,25.118,2026-08-23T11:52:17.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=b00e9493c56fd810de6fb80403c5821066360aed HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,28.36,2026-08-23T11:52:16.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /data-siswa/card-capture-start HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,155,49.568,2026-08-23T11:52:16.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,226,90.836,2026-08-23T11:51:34.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,598,71.646,2026-08-23T11:51:32.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"POST /ajax/staff/guru/update HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,63,48.213,2026-08-23T11:51:32.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,29.884,2026-08-23T11:51:32.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,155,35.537,2026-08-23T11:51:26.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,20.855,2026-08-23T11:51:25.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=33ad4e026758a94b6055be861983b63e815e303f HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,198,77.763,2026-08-23T11:51:23.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/attendance HTTP/1.1",ESP32HTTPClient,ID,155,37.917,2026-08-23T11:51:22.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=33ad4e026758a94b6055be861983b63e815e303f HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,32.121,2026-08-23T11:51:21.000000Z
200,202.136.82.199,smknurulhidayah.my.id,"POST /api/device/cek HTTP/1.1",ESP32HTTPClient,ID,171,30.531,2026-08-23T11:51:21.000000Z
200,114.8.229.106,smknurulhidayah.my.id,"GET /data-siswa/card-capture-poll?after_fingerprint=33ad4e026758a94b6055be861983b63e815e303f HTTP/1.1","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/151.0.0.0 Safari/537.36",ID,97,80.718,2026-08-23T11:51:20.000000Z
